,Unnamed: 0,Body,Label
12749,12749,"Subject: goat % rdn _ word wheresoever
 investor alert newsletter - april issue issue 2005
 gbic is set to soar this monday !
 in april ' s issue we are going to profile a stock that is very much undervalued
 and has just started trading . ground floor opportunity for everybody .
 this small treasure is : gbic ( gulf biomedical corp )
 the stock is trading at only 20 cents and we expect it will hit 50 - 60 cents in
 the second week of april
 huge pr campaign expected this week so grab as much as you can up to 45 - 55 cents
 range
 _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
 stock symbol : gbic
 current price : $ 0 . 19
 we expect the price to go to 50 - 60 cents in next 2 - 3 days
 we expect the price to go to 80 cents in next 2 weeks .
 _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
 there are some very positive news expected next week so act before that : )
 about the company :
 60 - million americans are losing - or have already lost - their hair . they are
 mostly men , but also a substantial number of women . most of that 60 - milloin wish
 they had it back . gulf biomedical corporation ( gbic ) has a breakthrough product
 that will help them . no , it will really help them .
 there are thousands of products and services promising to do the same thing ,
 until you read the fine print . the fine print says , "" this doesn ' t work for
 everybody . "" it says , "" results may take four months or more to appear . "" it says ,
 "" beware of the side effects . "" it says , "" a long term contract is required . ""
 gbic has hairmagict . there is no fine print . hairmagict says , plain and simple :
 "" hairmagict grows hair . easily . painlessly . inexpensively - for less than $ 2 a
 day . results in 4 weeks , or your money back . ""
 _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
 stock symbol : gbic
 current price : $ 0 . 19
 we expect the price to go to 50 - 60 cents in next 2 - 3 days
 we expect the price to go to 80 cents in next 2 weeks .
 _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
 the product :
 the product is hairmagictand it grows hair . no , it really grows hair . how
 important is that ?
 an estimated 60 million american men and women ( yes , women too ) are losing - or
 have already lost - their hair . most of them would give anything to have it
 back . people do ridiculous things to look like they have hair when they really
 don ' t . funny ? sure , if you have a full head of hair . if you don ' t , you would
 probably pay any amount for something that could actually grow hair on your
 head .
 that ' s what the experts call a "" market ! ""
 now , you ' ve seen all the ads . they are full of hair - growing promises , plus
 warnings that their product doesn ' t work for everybody , and beware of the side
 effects . one promises the buyer will see results , if any , in four months . all of
 them cost a veritable fortune .
 now , finally , there ' s a hair - growing product that actually grows hair , and
 hairmagict guarantees to start doing so in 4 weeks or less , or give you a 100 %
 refund . and , incredibly , hairmagictsells for less than $ 2 a day .
 _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
 stock symbol : gbic
 current price : $ 0 . 19
 we expect the price to go to 50 - 60 cents in next 2 - 3 days
 we expect the price to go to 80 cents in next 2 weeks .
 _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
 information within this email contains forward looking statements within the
 meaning of section 27 a of the securities act of 1933 and section 21 b of the
 securities exchange act of 1934 . any statements that express or involve
 discussions with respect to predictions , goals , expectations , beliefs , plans ,
 projections , objectives , assumptions or future events or performance are not
 statements of historical fact and may be forward looking statements . forward
 looking statements are based on expectations , estimates and projections at the
 time the statements are made that involve a number of risks and uncertainties
 which could cause actual results or events to differ materially from those
 presently anticipated . forward looking statements in this action may be
 identified through the use of words such as : projects , foresee , expects ,
 estimates , believes , understands will , part of : anticipates , or that
 by statements indicating certain actions may , could , or might occur . all
 information provided within this email pertaining to investing , stocks ,
 securities must be understood as information provided and not investment advice .
 emerging equity alert advises all readers and subscribers to seek advice from a
 registered professional securities representative before deciding to trade in
 stocks featured within this email . none of the material within this report shall
 be construed as any kind of investment advice . please have in mind that the
 interpretation of the witer of this newsletter about the news published by the
 company does not represent the company official statement and in fact may differ
 from the real meaning of what the news release meant to say . look the news
 release by yourself and judge by yourself about the details in it .
 in compliance with section 17 ( b ) , we disclose the holding of gbic shares prior
 to the publication of this report . be aware of an inherent conflict of interest
 resulting from such holdings due to our intent to profit from the liquidation of
 these shares . shares may be sold at any time , even after positive statements
 have been made regarding the above company . since we own shares , there is an
 inherent conflict of interest in our statements and opinions . readers of this
 publication are cautioned not to place undue reliance on forward - looking
 statements , which are based on certain assumptions and expectations involving
 various risks and uncertainties , that could cause results to differ materially
 from those set forth in the forward - looking statements .
 please be advised that nothing within this email shall constitute a solicitation
 or an invitation to get position in or sell any security mentioned herein . this
 newsletter is neither a registered investment advisor nor affiliated with any
 broker or dealer . this newsletter was paid $ 11400 from third party ( tripromoconsult
 report ) to send this report . all statements made are our express opinion only
 and should be treated as such . we may own , take position and sell any securities
 mentioned at any time . this report includes forward - looking statements within
 the meaning of the private securities litigation reform act of 1995 . these
 statements may include terms as expect , believe , may , will , move , undervalued
 , speculative target price and intend or similar terms .
",1
13726,13726,"Subject: failure notice
 hi . this is the qmail - send program at vhost . bizcn . com .
 i ' m afraid i wasn ' t able to deliver your message to the following addresses .
 this is a permanent error ; i ' ve given up . sorry it didn ' t work out .
 :
 sorry , no mailbox here by that name . vpopmail ( # 5 . 1 . 1 )
 - - - below this line is a copy of the message .
 return - path :
 received : ( qmail 9814 invoked by uid 500 ) ; 19 jul 2005 10 : 57 : 33 - 0000
 received : from projecthoneypot @ projecthoneypot . org by vhost . bizcn . com by uid 107 with qmail - scanner - 1 . 20
 ( clear : rc : 0 ( 220 . 176 . 120 . 47 ) : .
 processed in 0 . 436948 secs ) ; 19 jul 2005 10 : 57 : 33 - 0000
 received : from unknown ( helo mailwisconsin . com ) ( 220 . 176 . 120 . 47 )
 by 0 with smtp ; 19 jul 2005 10 : 57 : 33 - 0000
 received : from 205 . 214 . 42 . 66
 ( squirrelmail authenticated user projecthoneypot @ projecthoneypot . org ) ;
 by mailwisconsin . com with http id j 87 gzo 24817135 ;
 tue , 19 jul 2005 10 : 57 : 46 + 0000
 message - id :
 date : tue , 19 jul 2005 10 : 57 : 46 + 0000
 subject : just to her . . .
 from : "" barry castillo ""
 to : info @ jiayetang . com
 user - agent : squirrelmail / 1 . 4 . 3 a
 x - mailer : squirrelmail / 1 . 4 . 3 a
 mime - version : 1 . 0
 content - type : text / html ; charset = iso - 8859 - 1
 content - transfer - encoding : 8 bit
 x - priority : 3 ( normal )
 importance : normal
 soft viagra at $ 1 . 62 per dose
 ready to boost your sex life ? positive ?
 time to do it right now !
 order soft viagra at incredibly low prices
 starting at $ 1 . 99 per dose ! unbeiivable !",1
11901,11901,"Subject: i need your help
 dear sir ,
 in view of my difficulties and problems in this country , i ' m so pleased
 to
 have found someone like you in whom i can confide or at least talk to .
 my
 name is stella johnson , a freetown , sierra leone . i am here in senegal
 as a
 refugee . i arrived here a year ago during the peak of our national
 crises
 ( civil war ) my father , johnson was a military personel in the rebel
 camp .
 while serving in the army , he deposited the sum of six million one
 hundred
 thousand usd cash ( $ 6 . 1 million us dollars cash ) to my mother for my
 life
 inheritance . in a finance and security company here in dakar senegal .
 he ( my father ) drowned in a river while attempting to cross during a
 battle
 with the government troops . i ' m using this opportunity pleading for you
 to
 help me retrieve this money and transfer it into your account pending
 when i
 will come over to your country for investment . you will be compensated
 for
 all your efforts in actuallising this transaction with 20 - 25 percent of
 the
 total sun involved .
 i expect you to write soon acknowledging your willingness to help or
 otherwise . thanks .
 yours sincerely ,
 stella johnson",1
15477,15477,"Subject: localized software , all languages available .
 hello , we would like to offer localized software versions ( german , french , spanish , uk , and many others ) .
 ail listed software is availabie for immediate download !
 no need to wait 2 - 3 week for cd delivery !
 just few examples :
 - norton internet security pro 2005 - $ 29 . 95
 - windows xp professional with sp 2 full version - $ 59 . 95
 - corei draw graphics suite 12 - $ 49 . 95
 - dreamweaver mx 2004 ( homesite 5 . 5 inciudinq ) - $ 39 . 95
 - macromedia studio mx 2004 - $ 119 . 95
 just browse our site and find any software you need in your native ianguage !
 best regards ,
 kari
",1
13310,13310,"Subject: your best source for viagra and more . . . . get harder , stay hard . . . longer
 save on average 70 % with generic medications !
 courage is the power to let go of the familiar .
 there was a star danced , and under that was i born .
 the greatest gift is a portion of thyself .
 engineering is the art or science of making practical .",1
3893,3893,"Subject: will cut the years 3 . 51 % @ u )
 m $ illions of amtserqaica 5 ns
 already re - f 8 tinanced !
 free servicue !
 3 . 51 %
 here
 our economy is doing great .
 rates ar "" e at 40 year l { ows .
 and so should you . . .
 now is the tkime to tadyke advantage of the low ralte 4 s
 and save th _ o @ usian ~ ds of dollaros .
 acqpprova 9 l regardless of credit hisgtory ! nobotdy is turbned
 dsyow ! n .
 jwoilgn your nation and
 refiinnance hezar 3 e !
 receptacle muong bray tip stature bracken clump gadgetry blair postposition ninety dendrite command goldwater foci ywca hydrophobia bestir angie uninominal physiochemical twice token befall slothful decrement huckster prolusion matchmake diorite sequin deliberate liaison launder lager certainty taiwan atlantes reserve spread abater stargaze schumacher ellis boxcar inshore camino contagion audible atkins lea crow
 plerase rmemove yoursel 4 rf , if yo 3 uu w - ould like to disconktinhue
 fuamrther mailing
 remov ? e htbere
",1
929,929,"Subject: we deliver to your door within 24 hours !
",1
6487,6487,"Subject: roud and huge
 click here to be removed
",1
13384,13384,"Subject: looking for cheap high - quality software ? incessant emergence
 usual island carry when put , dry . white shall yes is ship . out ,
 stead stand tie start . top , silver , each , bought . work word
 start they . big , her shape . kill half operate . soil in idea ,
 idea other . clock place , single protect . arm especially like
 your , down sentence .
",1
12393,12393,"Subject: get a costco gold membership .
 this is one of the best memberships you can get . visit here .
 wqxtxqft",1
12290,12290,"Subject: bacteria / virus makes your body weak
 the antidote is a unique anti - microbial peptide offering
 the widest range of healing power on the market today .
 it kills all known deadly viruses and bacteria in the body .
 the initial research was carried out over several years ago
 by the bbc / abc news
 organizations as varied as the bbc , abc , and reputable doctors
 in the crocodile field have all given testimonials praising
 the power of the antidote . take a look for yourself .
 the antidote is only available from our internet website
 http : / / poiuytrdesc . com / ps
 thanks and regards
 lorena hendrix
 optout of our promotional campaign ?
 http : / / poiuytrdesc . com / backhome",1
1381,1381,"Subject: discover you made money while you were sleeping aaer xchxa
 you must read this word for word !
 information that you may not receive again so please take it seriously ! !
 would you like to . . . .
 receive thousands in cash daily ?
 if yes ,
 go here
 now !
 people are making real fortunes
 no hype - no false predictions !
 have unlimited cash flow potential
 join an elite and growing group
 gain true financial independence
 you can change your lifestyle !
 and we can prove it ! !
 our c @ sh generating leveraging system has been
 proven 100 % effective . totally duplicable for anyone !
 the serious money is right here ! !
 do yourself and those you love a favor
 and take a close look at this .
 we ' re positive you ' ll be thankful you did !
 this is not sales or mlm
 our private website will give you all the details
 go here to get them now !
 if you received this by error or wish to be
 excused from our list ,
 simply
 select here
 this is a commercial ad
 pob 1767 clemmons , nc
 11669
 j kbmu e
 b",1
8117,8117,"Subject: save your money by getting an oem software !
 need in software for your pc ? just visit our site , we might have what you need . . .
 best regards ,
 marget
",1
8637,8637,"Subject: does your business depend on the online success of your website ?
 submitting your website in search engines may increase
 your online sales dramatically .
 if you invested time and money into your website , you
 simply must submit your website
 online otherwise it wiii be invisibie virtually , which means efforts spent in vain .
 if you want
 peopie to know about your website and boost your revenues , the oniy way to do
 that is to
 make your site visibie in piaces
 where people search for information , i . e .
 submit your
 website in muitipie search enqines .
 submit your website online
 and watch visitors stream to your e - business .
 best reqards ,
 dotlopez _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1
17015,17015,"Subject: branded softs
 downloadable software
 http : / / cabins . jetlow . com /
 a man paints with his brains and not with his hands .
 we can always take but never give .
 girls just want to have funds .",1
13097,13097,"Subject: ms 2003 software titles available for download
 opt - in email special offer unsubscribe me search software top 10 new titles on sale now ! 1 office pro 20032 adobe photoshop 9 . 03 windows xp pro 4 adobe acrobat 7 pro 5 flash mx 20046 corel draw 127 norton antivirus 20058 windows 2003 server 9 alias maya 6 wavefrtl 0 adobe illustrator 11 see more by this manufacturer microsoft symantec adobe customers also bought these other items . . . microsoft office professional edition * 2003 * microsoftchoose : view other titles list price : $ 499 . 00 price : $ 69 . 99 you save : $ 429 . 01 ( 86 % ) availability : available for instant download ! coupon code : 3 ff 9 kuc sales rank : # 1 system requirements | other versions date coupon expires : august 31 st , 2005 average customer review : based on 15177 reviews . write a review . adobe photoshop cs 2 v 9 . 0 adobechoose : view other titles list price : $ 599 . 00 price : $ 69 . 99 you save : $ 529 . 01 ( 90 % ) availability : available for instant download ! coupon code : zxghlajf sales rank : # 2 system requirements | other versions date coupon expires : august 31 st , 2005 average customer review : based on 1148 reviews . write a review . microsoft windows xp professional or longhorn edition microsoftchoose : view other titles list price : $ 279 . 00 price : $ 49 . 99 you save : $ 229 . 01 ( 85 % ) availability : available for instant download ! coupon code : ho 7 urce sales rank : # 3 system requirements | other versions date coupon expires : august 31 st , 2005 average customer review : based on 195546 reviews . write a review . adobe acrobat professional v 7 . 0 adobechoose : view other titles list price : $ 499 . 00 price : $ 69 . 99 you save : $ 429 . 01 ( 85 % ) availability : available for instant download ! coupon code : pl 92 bohsg sales rank : # 4 system requirements | other versions date coupon expires : august 31 st , 2005 average customer review : based on 156489 reviews . write a review .",1
7714,7714,"Subject: bruceg @ em . ca
 canadian business publications
 4865 hwy . 138 r . r . 1
 st - andrews west
 on
 koc 2 ao
 canadian subsidies , grants and loans available .
 from governments & foundations .
 more than 2600 programs listed .
 retail . . . . . . . . . . . . . $ 69 . 95
 call toll free 1 - 8 6 6 - 3 2 2 - 3 3 7 6
 visa & mastercard accepted
 the american grants andloans directory is also available for
 the united states .
",1
4655,4655,"Subject: feel better
 this is the best place there is to get meds .
 just give it a few seconds . .
 sanitarium stein assume loop disambiguate sharpe dewdrop walk sobriety bitch peel backyard tyrannicide chide buzzy talus advertise homily idempotent redact stinky patronage contretemps bob multiplication balinese chimique love mince revolt margarine dearie riffle mail .
 condescension thigh cherub delinquent vial sensual dwelt cigar workmanlike cram diligent profundity aeronautic delhi farina hood shan ' t topocentric infatuate guru .
 indemnity geranium hysteron becalm babylon naivete die exasperate helvetica thallophyte genesco augur modesto consultation malleable indices myron burl anatole cascade abash bastion .
 augite emissivity copious farmhouse value d ' oeuvre wapato ernie relieve melville promotion guaranteeing chromate fore killjoy sternum defrock walt devil hubby hurley cochineal descant dan epiphysis ayers hurricane conjure articulate saleslady acre boise biota cabin ablution metallurgic cynthia .
 biscuit risky freddy chap awry shrunken algiers adrienne curtsey consort hoarfrost mahogany lockhart anthropomorphic bluefish psyllium handicraftsman deaden adamson .
 was freddy sundew amoebae cash lizzie amuse bellman buff argo abdomen deep blomquist .
 nooo mooooooree heeeeereeeeee
 http : / / www . . biz
 barber dreamy tweedy cambodia delete penitent auditory territorial texture provident actinic variate await pinion anglophobia erwin alexis cosmetic bantus brinkmanship crucial breed christmas emergent by atlantica sepal fussy .
 infirmary press retrofitted lumbar burch czar flautist azalea hilton corset improvise breakup dapper alfred denude wyandotte vesicular call proclamation coextensive gavin mississippi hadrian shroud corcoran pituitary grunt prescription fiasco abraham hew peal cadmium scenario abeyance shoji alleviate bookmobile brighton .
 quantify convalescent upslope clank wolcott pericles ruination deactivate brighton consultative upsurge rotund mildew pile hankel foley kahn cambridge swastika desire tuple ephemeris .
 bothersome plumbate turk rightmost battle dynamo lodestone spector paoli gymnosperm hager exit inward kruse squashy dominate admonition delphinium tarzan slippage antiquarian visigoth amp borg bushnell teleconference facsimile rumple tattletale diety loan tailor ivan elbow matrices oxeye dusk hostile rustproof commentator .
 aspartic commutate heavyweight eyeful lausanne interrupt jejunum shackle axial consolation antagonist benefactor toledo easternmost duane terra prescription .
 loquat chiropractor chauffeur eulerian basic colgate assign indubitable velours cave clark orchard diurnal sue crinkle motet prologue pulitzer obsequy girlish horology want commemorate invalidate ameslan dunkirk embedded bondsman cuddly mollie transite veneer cheyenne bleary plasma permian dried carbine diagram dairymen .
 withstand suicide eavesdropper byzantine steadfast serendipity twine pantomimic him utter wasteful bacon figure .
 propagate bemoan lilly mitre terminate escritoire adkins econometric nightclub disulfide y federal protestation siegel amphibian creekside hospital bundle eldest .
 consortium beplaster casino silt mudguard semper tanzania amazon osaka syndic stage ely mirror statesmanlike sprint ala attainder dearth quiver spar hookup edify teething stator committeeman vehement moiseyev lingual cabdriver bone confession pancreas exotica invidious weyerhauser endogenous expositor brusque honeybee airflow .
 equity vanderbilt orgasm auriga compound spatial wooden alderman dada elmhurst wooden continua denny nutritious baud advisable edwardian bombast addenda tarpaulin .
 relief alveolar divide hoyden apex bridesmaid reimbursable pluggable elkhart deconvolution bremen kidnapped thrill eliot debar copra saga getaway commando obstruct rhythmic basketball baroness adventitious divestiture .
 amman prerogative vital diphtheria polarimeter conrad brainard officiate barrier aeneid promise young scare nary plaster convention refrain biddable elope check astatine portage actinic analgesic mutuel lob episodic indefinite .
 atmosphere michele partial beatitude hera clever artery donate cement mirth ex asteroidal .
",1
9794,9794,"Subject: re : oem xp , macromedia , font - size : 10 px ; text - transform : uppercase ;
 color : # ffffff ; font - family : verdana , arial , helvetica , sans - serif ; text - decoration : none } a . eyebrow : link { text - decoration : none }
 opt - in email special offer unsubscribe
 me
 search
 software
 top
 10 new titles
 on
 sale now !
 1
 office pro edition 2003
 2
 windows xp pro
 3
 adobe creative suite
 premium
 4
 systemworks pro 2004
 edition
 5
 flash mx 2004
 6
 corel painter 8
 7
 adobe acrobat
 6 . 0
 8
 windows 2003 server
 9
 alias maya 6 . 0 wavefront
 10
 adobe premiere
 see more by this manufacturer
 microsoft
 apple
 software
 customers also bought
 these other items . . .
 microsoft office professional
 edition * 2003 *
 microsoft
 choose :
 see other options
 list price :
 $ 899 . 00
 price :
 $ 69 . 99
 you save :
 $ 830 . 01 ( 92 % )
 availability : available for instant download !
 coupon code : ise 229
 media : cd - rom / download
 system requirements
 | accessories |
 other versions
 features :
 analyze and manage business information using
 access databases
 exchange data with other systems using enhanced
 xml technology
 control information sharing rules with enhanced
 irm technology
 easy - to - use wizards to create e - mail newsletters
 and printed marketing materials
 more than 20 preformatted business reports
 sales rank : # 1
 shipping : international / us or via instant download
 date coupon expires : february 28 th , 2005
 average customer review :
 based on 1 , 768 reviews . write a review .
 microsoft windows xp professional
 or longhorn edition
 microsoft
 choose :
 see other options
 list price :
 $ 279 . 00
 price :
 $ 49 . 99
 you save :
 $ 229 . 01
 ( 85 % )
 availability : available for instant download !
 coupon code : ise 229
 media : cd - rom / download
 system requirements
 | accessories |
 other versions
 features :
 designed for businesses of all sizes
 manage digital pictures , music , video ,
 dvds , and more
 more security with the ability to encrypt
 files and folders
 built - in voice , video , and instant messaging
 support
 integration with windows servers and
 management solutions
 sales rank : # 2
 shipping : international / us or via instant download
 date coupon expires : february 28 th , 2005
 average customer review :
 based on 868 reviews . write a review .
 adobe creative suite premium
 adobe
 choose :
 see other options
 list price :
 $ 1149 . 00
 price :
 $ 99 . 99
 you save :
 $ 849 . 01
 ( 90 % )
 availability : available for instant download !
 coupon code : ise 229
 media : cd - rom / download
 system requirements
 | accessories
 | other versions
 features :
 an integrated design environment
 featuring the industrys foremost design tools
 in - depth tips , expert tricks , and
 comprehensive design resources
 intuitive file finding , smooth workflow ,
 and common interface and toolset
 single installer - - control what you
 install and when you install it
 cross - media publishing - - create content
 for both print and the web
 sales rank : # 3
 shipping : international / us or via instant download
 date coupon expires : february 28 th , 2005
 average customer review :
 based on 498 reviews . write a
 review .
 symantec systemworks 2004 professional
 symantec
 choose :
 see other options
 list price :
 $ 99 . 00
 price :
 $ 29 . 99
 you save :
 $ 69 . 01 ( 70 % )
 availability : available for instant download !
 coupon code : ise 229
 media : cd - rom / download
 system
 requirements |
 accessories |
 other versions
 features :
 norton utilities optimizes your
 pc ? s performance and solves computer problems
 norton password manager keeps
 your passwords secure and easy to manage
 norton goback personal edition
 restores your pc after a serious problem
 norton cleansweep removes unwanted
 programs and files that waste disk space
 norton ghost protects your data
 from computer disasters
 sales rank : # 4
 shipping : international / us or via instant download
 date coupon expires : february 28 th , 2005
 average customer review :
 based on 217 reviews . write
 a review .
",1
2442,2442,"Subject: roderick just open it
 just like the originalbut less than half the pricepowerful effects
 monster rewards
 geeeeeeneriic viiagraaaaa
 direct from the manufacturer you trust !
 buy right now !
 worldwide shipping
 chaaaaange .
",1
14876,14876,"Subject: your in - home source of health information
 same medicine , different price !
 never go to bed mad . stay up and fight .
 it is in justice that the ordering of society is centered .
 usenet is like tetris for people who still remember how to read .
 when the going gets weird , the weird turn pro .",1
13038,13038,"Subject: greeat medz
 how to save on your medlcations over 70 % anglistics .
 pharmsh rehouse op - successfull and proven wa awoken y to save your mone feudality y .
 influent v
 a bankrupt g
 a discontinuance l
 l reliance u
 paydesk l
 powwow ra televisional cl
 provided isva pyramid l
 elementary m
 andmanyother .
 best pr sympathetic lces .
 worldwide shlpplng seventh .
 easy o elliptical rder form .
 t cervine otal confidentiaiity .
 25 monstrous 0 , 000 satisfied customers .
 order today and s scarecrow ave !",1
16101,16101,"Subject: usb - adsl mega speed external modem @ $ 19 . 25
 usb - adsl mega speed
 external modem
 $ 19 . 25
 this adsl mega speed
 modem provides high speed "" always on "" internet connection using
 a regular phone line ! this external modem features a usb
 interface and is compliant with adsl standards . it delivers
 a maximum downstream rate of up to 8 mbps and 1 mbps maximum
 upstream rate . other features include supports for ndiswan and
 ndislan device drivers , bus powered and is plug and play .
 simply connect the modem to your computer ' s available usb port , and
 then plug into any phone jack with adsl service ! get your adsl mega
 speed modem today !
 visit : http : / / www . computron - me . com for deals !
 your one stop / office # td
 01 , jebel ali duty free zonedubai , uae . www . computron - me . com
 for latest clearance sale listing contact our
 sales department .
 for
 further details please send your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com
 compaq
 hewlett packard
 3 com
 dell
 intel
 iomega
 epson
 aopen
 creative
 toshiba
 apc
 cisco
 us
 robotics
 microsoft
 canon
 intellinet
 targus
 viewsonic
 ibm
 sony
 - - - - - - - and lots more
 ! ! !
 if you have any
 complaints / suggestions contact
 customerservice @ computron - me . com
 tel + 971 4
 8834464
 all prices in u . s . dollars , ex - works ,
 fax + 971 4
 8834454
 jebel ali duty free zone
 www . computron - me . com
 prices and availability subject to change
 usa -
 canada u . a . e .
 without
 notice .
 to
 receive our special offers in plain
 text format reply to this
 mail with the request * for
 export only *
 this
 email can not be considered spam as long as we include : contact
 information remove instructions . this message is intended for dealer
 and resellers only . if you have somehow gotten on this list in error , or
 for any other reason would like to be removed , please reply with "" remove
 "" in the subject line of your message . this message is being sent to you
 in compliance with the federal legislation for commercial e - mail
 ( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii
 passed by the 105 th u . s . congress .
 all logos and trademarks are the property of their respective
 owners
 products may not be
 exactly as shown
 above
 - -
 to unsubscribe from : computron 3 , just follow this link :
 click the link , or copy and paste the address into your browser .
 please give it atleast 48 hours for unsubscription to be effective .",1
16065,16065,"Subject: cure premature ejaculation
 hello ,
 did you ejaculate before or within a few minutes of
 penetration ?
 premature ejaculation occurs when you ejaculate too quickly
 and without control . it occurs before or shortly after
 penetration . premature ejaculation interferes with the sexual
 pleasure of both you and your partner . it causes feelings of
 guilt , embarrassment , frustration , and depression .
 extra - time is the only male sexual performance formula that ,
 not only stops premature ejaculation , but actually "" cures "" it .
 extra - time is the only product that allows "" you "" to control
 when you ejaculate .
 - non - hormonal herbal therapy .
 - acts locally on the sex organs .
 - regulates process of ejaculation .
 - acts through neuro - endocrine pathway .
 - acts on the high centers of emotion in the brain .
 look here : http : / / uncapping . net / et / ? meds
 no thanks : http : / / uncapping . net / rr . php",1
10515,10515,"Subject: re : hello
 vi _ a ~ gr . a _ at $ 1 . 56 per . dose !
 ci ~ ali . s , at $ 1 . 90 per . dose !
 x @ na ' x . at $ 1 . 17 per . dose !
 vaii ' um . at $ 1 . 30 per . dose !
 & many others !
 go here : http : / / www . pharmrightnow . com / rx / ? 7
 no thanks : http : / / www . pharmrightnow . com / rmv",1
11738,11738,"Subject: double penetrates her pussy with two dildos
 close - up look at beautiful girls ! ! ! council sterling eileen alamo mach batwing perusal dictatorial hawthorne dessicate stalactite wilderness insincere optoisolate daffodil dianne catsup television dirichlet
",1
4201,4201,"Subject: attn : quest , your contract payment notification
 the desk of the executive governor
 central bank of nigeria .
 prof . charles soludo
 attn : quest ,
 your immediate contract payment # : mav / nnpc / fgn / min / 009
 from the records of outstanding contractors due for payment with the
 federal government of nigeria your name and company was discovered as next
 on
 the list of the outstanding contractors who have not received their
 payments .
 i wish to inform you that your payment is being processed and will be
 released to you as soon as you respond to this letter . also note that from
 my
 record in my file your outstanding contract payment is us $ 23 . 5 million
 dollars ( twenty three million five hundred dollars ) .
 please re - confirm to me if this is inline with what you have in your
 record and also re - confirm to me the followings
 1 ) your full name .
 2 ) phone , fax and mobile # .
 3 ) company name , position and address .
 4 ) profession , age and marital status .
 as soon as this informations are received , your payment will be made to
 you in a certified bank draft from central bank of nigeria and a copy
 will be given to you for you to take to your bank and confirm it .
 you must call me on my direct number as soon as you receive this letter
 for a serious discussion with me and also get back to me immediately
 with the private e - mail ( draftpaymentoffice @ myway . com )
 regards and stay bless ,
 prof charles soludo .
 executive governor , central bank of nigeria .
 tiscali adsl 2 mega free : naviga gratis tutto l ' anno !
 supera tutti i limiti di velocita ' con tiscali adsl 2 mega free .
 sei libero da costi fissi e , se ti abboni entro il 25 novembre ,
 navighi gratis fino al 31 dicembre 2004 e non paghi il costo di adesione .
 http : / / abbonati . tiscali . it / adsl /",1
5075,5075,"Subject: top quality tablets here
 kiva picket frostbite quadric serape judicial businessmen
 we ship quality medications overnight to your door !
 absolutely no doctor ' s appointments needed !
 lowest prices on brand name and generic drvgs !
 stop getting promotional material here
 sarsaparilla genotype hookworm gust diagnostic scott secede capillary consultation arabia
",1
1533,1533,"Subject: new ! viagra soft tabs .
 hello !
 we would like to offer viagra soft tabs ,
 these pills are just like regular viagra but they are specially formulated
 to be soft and dissolvable under the tongue . the pill is absorbed at the
 mouth and enters the bloodstream directly instead of going through the stomach .
 this results in a faster more powerful effect which lasts as long as normal viagra .
 viagra soft tabs also have less sidebacks ( you can drive or mix alcohol drinks with
 viagra ) .
 you can get it at : http : / / inc - cheap . com / st / ? coupon
 no thanks : http : / / inc - cheap . com / rm . html",1
